;679.0579291661701
嗓子;18.95197822882837
再生产;14.600093590343528
连锅端;14.600093590343528
曹州;14.600093590343528
骏峰;14.600093590343528
白雪;3.6247272405396624
暴晒;104.26862251127696
善意;5.730589822868638
不善言辞;76.0009743714663
唱歌;156.36503918995226
老当益壮;12.889702106254834
石榴;60.067230179194915
否认;57.13240414622411
发问;6.334327784673039
红扑扑;29.200374363773893
命脉;6.334327784673039
尽力而为;14.600093590343528
小型机;14.600093590343528
白霜;18.01338883561935
后身;14.600093590343528
日美;14.600093590343528
柯尼塞格;14.600093590343528
在所不惜;14.600093590343528
松下;15.500108433537392
陆拾陆;14.600093590343528
角膜;14.600093590343528
白露;31.673263214097847
高台;2.304168670289052
无耻;15.006202695880292
哲林选秀;14.600093590343528
Oracle;29.200374363773893
破戒;38.00024359130507
叶酸;277.43379001288616
单仁平;14.600093590343528
无聊;9.65212268054644
娘娘庙;38.00024359130507
机器;281.332751120899
喷子;46.825570151519074
生产商;1.539227416403845
双雄;12.66881799217191
言豫津;14.600093590343528
李可;76.0009743714663
吃透;6.334327784673039
曼巴;14.600093590343528
喜庆;19.003470628743887
道听途说;14.600093590343528
白静;14.600093590343528
Honda;14.600093590343528
碎块;49.34305416804574
知母;38.00024359130507
解职;6.334327784673039
曼市;58.40149747429421
收银;6.334327784673039
变超模;14.600093590343528
骡子;2.304168670289052
吊车;7.98088654062341
白面;25.33828570063656
目视;14.600093590343528
和美;18.15651354728371
食量;6.0844055393138445
旁落;14.600093590343528
嘉兴;9.4035890683184
庄稼人;38.00024359130507
灌木丛;14.600093590343528
角色;367.7504517156252
挺身而出;6.0844055393138445
智深;14.600093590343528
碉堡;21.750454873349454
村口;36.02723956484714
唱段;14.600093590343528
吉达;29.200374363773893
皇陵;180.55794297477547
板书;14.600093590343528
骗局;301.3565945868956
黄铁良;14.600093590343528
曾希;14.600093590343528
支队;191.71895240397419
矫正;15.500108433537392
中央纪委;14.600093590343528
穷乡僻壤;14.600093590343528
要说;14.600093590343528
高呼;9.217383728854523
杜勇;14.600093590343528
合适;31.408475265496225
凌正辉;14.600093590343528
名车;94.10860898678192
Sherlock;14.600093590343528
确实;7.996496628257832
陈独秀;116.80599005077184
​淘;14.600093590343528
无能;37.61797350204716
张铁林;19.003470628743887
发难;9.4035890683184
高唱;6.334327784673039
凤凰岭;29.200374363773893
文论;14.600093590343528
木头;27.252261002903428
双非;14.600093590343528
越来越;65.12204259501611
誓死;66.25405556172252
人工岛;14.600093590343528
双面;6.019679722168628
淮海战役;12.66881799217191
听证;43.80084232389084
李咏;73.00233981858393
善战;30.032267366907163
品种;34.48245940533468
旗舰;259.97297960908367
喷射;83.46615129105706
后轮;14.600093590343528
大同市;6.334327784673039
昆明市;29.200374363773893
杨军;38.00024359130507
后轴;14.600093590343528
后辈;2.304168670289052
听话;219.6092800639665
商榷;14.600093590343528
Swift;43.80084232389084
反面;1.539227416403845
马扎;14.600093590343528
直觉;9.4035890683184
古钱;14.600093590343528
直视;22.511902170561676
听说;24.495884915296788
直角;18.15651354728371
受阻;31.001608027294736
登顶;84.97786201512245
古铁;14.600093590343528
山楂糕;14.600093590343528
盗贼;149.3913495869615
受限;23.9355616859866
发霉;43.80084232389084
直观;19.003470628743887
受降;14.600093590343528
机场;139.14691575426895
哲理;300.72365257793007
告密者;14.600093590343528
乐福真;14.600093590343528
云李彦宏;14.600093590343528
喝彩;30.032267366907163
后边;12.66881799217191
各部;14.600093590343528
瞑目;28.048267403982248
欧阳锋;29.200374363773893
必由之路;3.6247272405396624
盗走;18.15651354728371
杰弗森;87.60336936036002
来到;6.924238558990683
马战;6.334327784673039
白女侠;14.600093590343528
吉首市;14.600093590343528
塞波乌;14.600093590343528
SaintLaurent;29.200374363773893
瞎眼;11.254002602663316
杨凌;31.367927593506963
误人子弟;3.6247272405396624
欧吉良;14.600093590343528
机型;77.8529642347283
术士;14.600093590343528
马拉;6.334327784673039
一---;14.600093590343528
cs75;14.600093590343528
直言;12.04036289153215
贝尔法斯特;14.600093590343528
️️;14.600093590343528
南京城;14.600093590343528
要账;14.600093590343528
警务;7.249593899027729
晓玲;14.600093590343528
工作制;14.600093590343528
警力;29.200374363773893
香米;14.600093590343528
白领;29.990420338208178
发面;130.92454941840703
后退;8.059417178038304
破损;31.367927593506963
木姐;14.600093590343528
斜视;14.600093590343528
同道;14.600093590343528
凤凰山;43.80084232389084
爱迪生;6.334327784673039
LC500;14.600093590343528
杰克;7.98088654062341
Seagull;14.600093590343528
文豪;2.304168670289052
喘息;36.02723956484714
相见;54.03545340069209
e550;29.200374363773893
西贡;14.600093590343528
确山;14.600093590343528
高喊;2.304168670289052
风铃;29.200374363773893
库兹韦尔;14.600093590343528
磁力;14.600093590343528
古镇;902.5920775850805
一不小心;27.763476818778248
来势;6.334327784673039
厄瓜多尔;47.87265780121135
死胡同;6.334327784673039
吃醋;34.52961905674815
Contained;14.600093590343528
解脱;66.02316875878276
X5xDrive50iM;14.600093590343528
来劲;14.600093590343528
盛赞;43.650489586718386
​最;14.600093590343528
CX70;174.40625849733166
存活率;14.600093590343528
​曾;14.600093590343528
频频;8.201829060489693
磨削;14.600093590343528
Cross;58.40149747429421
支边;14.600093590343528
ZacPosen2017;14.600093590343528
Pwan;14.600093590343528
皮革;36.313725448871324
各路;5.590967894481355
从长计议;14.600093590343528
后蜀汉;14.600093590343528
狗尾草;14.600093590343528
新翼;14.600093590343528
吴国后;14.600093590343528
马建;14.600093590343528
喷头;14.600093590343528
双钩;29.200374363773893
史迹;14.600093590343528
曼城;321.2453038248984
口里;6.334327784673039
坐冷板凳;3.6247272405396624
本分;38.00024359130507
飘逸;78.71748924607475
旺盛;4.608455509133942
哥特;14.600093590343528
合资;1847.2283401991485
亨德森;14.600093590343528
右边;12.66881799217191
朱允;29.200374363773893
М;14.600093590343528
П;14.600093590343528
朱光;14.600093590343528
伊斯兰堡;14.600093590343528
З;14.600093590343528
望去;9.4035890683184
颜面;3.6247272405396624
飞车;35.14641422262812
后豪;14.600093590343528
木制;14.600093590343528
飞轮;18.15651354728371
磨刀;3.6247272405396624
姆希塔良;116.80599005077184
碰壁;12.66881799217191
去除;99.27447754442028
Buy+;14.600093590343528
嘉信;14.600093590343528
混血儿;6.019679722168628
飞过;34.25369248409232
角落;7.6999391404800255
打火机;18.15651354728371
始料未及;6.334327784673039
营养师;41.39818669099618
风采;54.385551153454436
木匠;198.0822042605311
参院;189.81581798483208
RX450h;14.600093590343528
新股;43.80084232389084
真言;13.921855815568307
日程;36.234967191205186
挂羊头卖狗肉;6.334327784673039
政治家;62.73746388118253
名贵;1.539227416403845
Crown;6.334327784673039
目送;3.6247272405396624
村上;14.600093590343528
韦德詹姆斯;14.600093590343528
周航;14.600093590343528
冒牌货;6.334327784673039
石灰;14.600093590343528
木勺;14.600093590343528
雁过拔毛;14.600093590343528
首秀;73.00233981858393
核科学;38.00024359130507
善心;90.07156329184394
泼冷水;6.334327784673039
李丰;29.200374363773893
商机;14.600093590343528
哈登;394.26823873362696
新联;14.600093590343528
㊙一;38.00024359130507
牛小玲;14.600093590343528
皮鞭;14.600093590343528
​来;14.600093590343528
JoyPolis;14.600093590343528
碰头;6.334327784673039
警卫;15.500108433537392
李世;90.27318400283826
朱军;59.18035835941003
皮靴;18.15651354728371
老百姓;22.511902170561676
装载机;6.334327784673039
生产力;6.334327784673039
高力;12.66881799217191
颅骨;18.15651354728371
商朝;12.66881799217191
四季豆;14.600093590343528
破格;3.6247272405396624
宋祖德;14.600093590343528
破案;81.0009269148257
生产总值;6.334327784673039
遂宁市;14.600093590343528
碟子;14.600093590343528
​杨蓉;14.600093590343528
皮鞋;18.807780969450974
帕雷哈;14.600093590343528
善待;15.500108433537392
断肢;18.01338883561935
磁场;532.5562658923183
无穷;18.25438680844818
教训;33.129593470963776
同路;14.600093590343528
机关;97.48098620624904
２０１６ＣＴＣＣ;14.600093590343528
绝对值;6.334327784673039
口口声声;14.600093590343528
D7500;14.600093590343528
善恶;90.07156329184394
白鸽;14.600093590343528
Jagger;14.600093590343528
初生儿;14.600093590343528
艺术品;16.451720455717226
支那;14.600093590343528
月坛;14.600093590343528
+D;29.200374363773893
硬手;6.334327784673039
杏仁;28.048267403982248
+A;14.600093590343528
直达;206.08589702344864
+7;14.600093590343528
+8;6.334327784673039
+9;6.334327784673039
攀附;14.600093590343528
+3;6.334327784673039
木卫;76.0009743714663
飞速;13.921855815568307
+5;14.600093590343528
+6;6.0844055393138445
规范化;19.003470628743887
+1;9.4035890683184
+2;14.600093590343528
竭尽全力;12.66881799217191
后赵;31.367927593506963
松布尔;14.600093590343528
后起;14.600093590343528
磷光;38.00024359130507
郝景芳;14.600093590343528
垃圾箱;12.66881799217191
襄阳;46.825570151519074
不伦不类;14.600093590343528
保龄球;3.6247272405396624
凉拌面;14.600093590343528
麦当劳;14.993575897594535
高升;38.00024359130507
郭敬明;163.44230739456964
直辖;31.367927593506963
叫醒;2.304168670289052
胡宗南;14.600093590343528
食道;14.600093590343528
李亨;14.600093590343528
下定决心;7.249593899027729
听见;45.47718245533057
香秀;14.600093590343528
陈寅恪;29.200374363773893
听觉;6.334327784673039
约翰逊;53.930175872327375
无端;13.921855815568307
贾宝玉;14.600093590343528
李亚;73.00233981858393
周荐;14.600093590343528
支配;23.9355616859866
警员;18.15651354728371
十年磨一剑;3.6247272405396624
短片;28.212575761367994
显灵;156.67707867306638
高压;9.276211067270733
喜帖;14.600093590343528
警告;217.39532601478132
相连;7.249593899027729
MacOffice64;14.600093590343528
个性化;60.049315193034936
[六月小天使];14.600093590343528
孙继海;73.00233981858393
五华区;14.600093590343528
南京市;6.334327784673039
高危;34.25369248409232
骗子;224.35054973903607
黄家光;14.600093590343528
阿尼玛;14.600093590343528
反问;29.200374363773893
相近;3.6247272405396624
木叶;14.600093590343528
李作;14.600093590343528
骨头;39.8796689605309
迪米特里耶夫;14.600093590343528
不复存在;38.00024359130507
星球;1348.8646372742262
G20SMART;14.600093590343528
改进;132.5217044873272
高发;100.61227503498377
一招鲜;14.600093590343528
后路;31.367927593506963
断臂;6.334327784673039
敷衍;14.600093590343528
合身;18.15651354728371
+N;29.200374363773893
+M;14.600093590343528
直通;29.333204933862156
+R;14.600093590343528
mvp4;14.600093590343528
改过;31.367927593506963
+T;14.600093590343528
高县;14.600093590343528
支部;14.600093590343528
白鹰;14.600093590343528
白鹭;14.600093590343528
映现;14.600093590343528
李伟;14.600093590343528
商标;20.71962599093222
驶往;38.00024359130507
白鹤;6.334327784673039
权健;423.478723608876
AmalClooney;14.600093590343528
高原;133.75271659995317
WWDC;233.62396143194175
希马诺夫斯基;14.600093590343528
恐怖片;29.200374363773893
张铁泉;14.600093590343528
救起;49.34305416804574
香皂;18.15651354728371
放过;26.349983748205744
卡龙;14.600093590343528
LummaDesign;14.600093590343528
李信;14.600093590343528
西边;29.200374363773893
VAIOWin10Mobile;14.600093590343528
飞贼;12.66881799217191
首相;1032.771624180131
本名;14.600093590343528
杜丽;29.200374363773893
旅美;43.80084232389084
骑墙;6.334327784673039
瞩目;7.697123924408329
晦气;6.334327784673039
巴西队;58.40149747429421
公开赛;208.5519516458934
新航;14.600093590343528
口述;14.499745502024918
吴建民;31.367927593506963
改造;30.019334529529964
Bootstrapcss;14.600093590343528
杀光;42.485934781922985
名誉;9.4035890683184
暴戾;38.00024359130507
驼子;38.00024359130507
只身;9.4035890683184
同学录;14.600093590343528
曼妙;57.014797808598566
PoloGTI;14.600093590343528
营养学;84.00873301744579
风车;18.01338883561935
Buff;14.600093590343528
衣品太;14.600093590343528
朴有天;67.4059647307915
平淡无奇;38.00024359130507
叶赫;14.600093590343528
李玉刚;6.334327784673039
‧吉安;14.600093590343528
明白;122.79235257232288
驻守;9.4035890683184
飞越;47.87265780121135
罪魁祸首;62.45424948426372
砧板;14.600093590343528
横行霸道;4.776499500992953
破旧;31.673263214097847
李俊;14.600093590343528
机制;124.03983044543162
骑士;1583.2779518440739
改道;15.500108433537392
叹为观止;15.500108433537392
皇马;14.600093590343528
何能让;14.600093590343528
古今成;14.600093590343528
马嵬;43.80084232389084
周奇奇;29.200374363773893
厉鬼;114.00219234985288
风向标;15.500108433537392
朱可;14.600093590343528
瞪眼;18.15651354728371
拉莫斯;12.66881799217191
李健;29.200374363773893
Skpye;14.600093590343528
瞧瞧;14.993575897594535
垫脚石;14.600093590343528
变量;18.15651354728371
IPV6;14.600093590343528
IPV4;14.600093590343528
暗暗;14.600093590343528
飞跃;45.807917107844425
古道;87.68805846734676
A.00000;14.600093590343528
着落;3.6247272405396624
合计;43.80084232389084
诈骗犯;43.80084232389084
李钦诚;43.80084232389084
古迹;23.9355616859866
MEGA;29.200374363773893
覆辙;15.500108433537392
相貌;5.263877487324305
高傲;8.059417178038304
推土机;43.80084232389084
靳东都;14.600093590343528
Pokemongo;43.80084232389084
破晓;14.600093590343528
暑期;42.189580648239996
机动;197.94711184778114
轻而易举;3.6247272405396624
盐酸;6.334327784673039
殖民地;18.95197822882837
老城区;45.13514526940844
皮卡丘;90.27318400283826
明目;114.00219234985288
人民路;14.600093590343528
一二六;14.600093590343528
要道;14.600093590343528
本周;6.334327784673039
方腊;58.40149747429421
来世;98.68800621886267
风速;76.0009743714663
停车费;29.200374363773893
温暖如春;14.600093590343528
TCLSDV08;14.600093590343528
嘉丽;14.600093590343528
新英;14.600093590343528
权利;11.522025127914187
时空;619.2486988922865
有失;6.334327784673039
高僧;44.3437055907195
颜丹晨;14.600093590343528
营业执照;23.9355616859866
名词;23.9355616859866
嘉义;12.66881799217191
白雪才;14.600093590343528
后记;18.15651354728371
直路;18.01338883561935
科波拉;14.600093590343528
Allure;14.600093590343528
淳化县;14.600093590343528
名诗;14.600093590343528
一...;14.600093590343528
[独家];29.200374363773893
西郊;29.200374363773893
刘振民;6.334327784673039
同谋;14.600093590343528
来临;66.17083919879461
合谋;14.600093590343528
刘宣付;14.600093590343528
月夜;11.368639680317738
CX20;29.200374363773893
卧龙;19.003470628743887
西部;16.350487801180673
广安市;14.600093590343528
公益金;14.600093590343528
李修平;14.600093590343528
宋奕萱;14.600093590343528
硬性;11.368639680317738
高光;14.600093590343528
领导者;3.6247272405396624
高克;29.200374363773893
昏睡;6.334327784673039
债权人;18.15651354728371
计价;6.334327784673039
敛财;18.15651354728371
商旅;14.600093590343528
美凯龙;14.600093590343528
权势;19.003470628743887
杏儿;14.600093590343528
磋商;204.41834523611092
白鲸;10.739991756871827
马年;14.600093590343528
白鲢;14.600093590343528
白鲟;14.600093590343528
喷墨;38.00024359130507
平方公里;37.18806073541789
施舍;28.048267403982248
回马枪;14.600093590343528
相距;12.66881799217191
诸葛亮;2153.5687860258518
可逆;6.334327784673039
来京;6.334327784673039
李兴;14.600093590343528
卫龙;6.334327784673039
有如;14.600093590343528
明知;12.889702106254834
iOS9.3.3Beta1;14.600093590343528
Proven;14.600093590343528
喜宴;62.73746388118253
古都;129.96568097161895
暗杀;55.91074910826186
方舟;21.750454873349454
景气;43.80084232389084
李克;27.953403202817086
=1;38.00024359130507
新药;49.32706662297795
权力;47.35980870422724
=0;14.600093590343528
骆宾;14.600093590343528
族群;3.6247272405396624
条件;12.24220836541672
县长;7.249593899027729
明矾;14.600093590343528
明码;19.003470628743887
=6;38.00024359130507
帝杨广;31.367927593506963
吐诉;14.600093590343528
故道;14.600093590343528
加百利;14.600093590343528
颈饰;14.600093590343528
朝圣;25.33828570063656
杨三;14.600093590343528
条令;14.600093590343528
DSMxNike;14.600093590343528
暖炉;14.600093590343528
EA;131.40758120660809
魏健;14.600093590343528
斯德哥尔摩;14.600093590343528
ED;14.600093590343528
DT;14.600093590343528
E5;14.600093590343528
新豪;14.600093590343528
获益匪浅;18.01338883561935
DV;14.600093590343528
味精;89.78570235448663
DX;6.334327784673039
来历不明;11.368639680317738
朱巍;14.600093590343528
DM;14.600093590343528
村委;14.600093590343528
村姑;6.912860525625259
Co;29.200374363773893
DS;6.334327784673039
E3;539.2286796837278
哈特;135.41411647853388
MC26;14.600093590343528
血泪史;4.608455509133942
DD;6.334327784673039
末年;102.05794275275629
明胶;38.00024359130507
[山东];14.600093590343528
DI;14.600093590343528
受辱;36.02723956484714
DH;43.80084232389084
DK;14.600093590343528
DJ;12.889702106254834
E+;14.600093590343528
哑然;18.01338883561935
李娟;38.00024359130507
香蕉;85.54296535535852
极右;14.600093590343528
后裔;215.69094297983273
林克;14.600093590343528
FE;29.200374363773893
记事;6.334327784673039
FC;23.9355616859866
F8;14.600093590343528
奥尼尔;290.82282416472924
EX;29.200374363773893
EU;6.334327784673039
EV;58.40149747429421
月报;6.334327784673039
EZ;233.62396143194175
视角;15.115284583051858
F1;174.7155747138434
EP;29.200374363773893
F0;45.13514526940844
EM;38.00024359130507
ET;18.01338883561935
F4;23.9355616859866
工薪阶层;15.500108433537392
旅游局;73.38450620174976
F3;6.334327784673039
F2;14.600093590343528
让位;19.003470628743887
EG;43.80084232389084
切尔西;713.5161466073741
林允;101.78471540043957
工作处;14.600093590343528
EK;14.600093590343528
高度;36.76175595782138
矛盾;7.157402009444341
​捧;38.00024359130507
李娜;149.3913495869615
视觉;16.648958372860776
GD;66.25405556172252
王晓晨;6.334327784673039
曹操;1745.5946162731361
GE;12.66881799217191
GF;14.600093590343528
杨坚;29.200374363773893
磕头;45.47718245533057
羞于启齿;18.01338883561935
GB;29.200374363773893
杨坤;73.38450620174976
赵晓艳;14.600093590343528
变迁;2.1713294763486717
G7;69.68653991772987
FW;43.80084232389084
林冲;219.0210597172805
FX;14.600093590343528
G9;14.600093590343528
Ex;14.600093590343528
一九九六年;14.600093590343528
陈家洛;38.00024359130507
省里;14.600093590343528
G4;43.80084232389084
G3;30.032267366907163
高广;14.600093590343528
G6;73.38450620174976
FT;14.600093590343528
Es;14.600093590343528
G5;73.00233981858393
G2;9.4035890683184
G1;29.200374363773893
FJ;29.200374363773893
FM;23.9355616859866
FL;14.600093590343528
FI;18.15651354728371
FH;14.600093590343528
好好先生;14.600093590343528
老调重弹;14.600093590343528
容金珍;14.600093590343528
HD;14.600093590343528
新貌;14.600093590343528
H8;43.80084232389084
高平;29.200374363773893
H9;131.40758120660809
高干;18.15651354728371
更改;12.85860579705843
H7;335.84951627483537
H6;1022.4587956134163
GT;138.22806974247277
H5;34.230249781089064
厌食;30.032267366907163
GS;407.43396912472633
枯井;132.8781429319004
H3;45.13514526940844
H2;219.0210597172805
GQ;58.40149747429421
H1;76.4126275989052
GP;43.80084232389084
GO;417.1627422327216
凶杀案;54.0415522054492
GM;36.313725448871324
GL;306.64127863366224
Fi;73.38450620174976
GI;14.600093590343528
杆子;6.334327784673039
GG;73.00233981858393
A2;19.003470628743887
Hold;21.702621937356238
A1;23.9355616859866
Hola;14.600093590343528
GLE450AMGcoup;14.600093590343528
A4;147.99448202100666
傅洁娴;14.600093590343528
A3;90.27318400283826
A6;335.03526282926634
斥资;32.905761353099464
A5;31.367927593506963
史话;14.600093590343528
A8;53.930175872327375
陆雨泉;14.600093590343528
朝鲜人;87.60336936036002
A7;48.76296769022989
本州;29.200374363773893
A9;87.60336936036002
发还;14.600093590343528
史诗;532.7871660527379
饱览;18.15651354728371
皮尔洛;58.40149747429421
斯诺;31.673263214097847
A+;14.600093590343528
旁观;18.15651354728371
TopGear;43.80084232389084
家喻户晓;18.807780969450974
新诗;38.00024359130507
高帽;14.600093590343528
讨伐;3.6247272405396624
吐血;11.522025127914187
松口;14.600093590343528
AT;19.003470628743887
来回;12.66881799217191
发达;18.904677083496768
AR;298.0857857460112
B3;14.600093590343528
Home;87.60336936036002
眼角;25.33828570063656
B2;50.6791704663773
盘问;14.600093590343528
AX;14.600093590343528
AV;18.807780969450974
斥责;31.673263214097847
华龙;6.334327784673039
可谓;9.276211067270733
旺苍;14.600093590343528
宝莲灯;9.4035890683184
记下;14.600093590343528
走回头路;14.600093590343528
AC;222.62829689887656
眼见;3.6247272405396624
AD;436.05603704842673
AA;38.008403175375975
发运;6.334327784673039
商报;14.600093590343528
AB;12.889702106254834
AH;15.500108433537392
见解;14.600093590343528
AK;60.067230179194915
Holi;14.600093590343528
AI;162.06075457082105
B+;31.367927593506963
AJ;25.33828570063656
村头;28.048267403982248
AP;205.92722284381384
B1;36.313725448871324
史评;14.600093590343528
C8;29.200374363773893
和知客;14.600093590343528
C7;29.200374363773893
BV;14.600093590343528
暑热;49.34305416804574
Aw;14.600093590343528
C9;29.200374363773893
C4;87.60336936036002
C3;87.60336936036002
C6;102.20458610322258
BU;14.600093590343528
BT;14.600093590343528
群雄逐鹿;6.334327784673039
建筑业;58.40149747429421
李威;14.600093590343528
杀害;70.7105104617313
吕子乔;14.600093590343528
BF;29.200374363773893
BI;14.600093590343528
见见;6.334327784673039
BB;25.376018742249023
八百万两;14.600093590343528
BC;29.200374363773893
看透;111.88740435798584
星级;44.52796927341772
BD;43.80084232389084
BE;14.600093590343528
吉尔吉斯斯坦;71.81128849322972
C1;203.46264878589585
BP;23.9355616859866
C2;14.600093590343528
Ai;14.600093590343528
C+;14.600093590343528
第三十;38.00024359130507
BJ;29.200374363773893
BL;14.600093590343528
ｎｏｔｅ２;14.600093590343528
原阳;14.600093590343528
发迹;18.15651354728371
谢逸枫;29.200374363773893
启蒙;85.52219534276259
CX;803.2832088236237
D9;6.334327784673039
投机者;6.334327784673039
一九四六年;14.600093590343528
D6;14.600093590343528
CT;49.34305416804574
CS;54.47163574505484
DC;62.73746388118253
本币;6.334327784673039
DA;14.600093590343528
歪门邪道;14.600093590343528
本市;14.600093590343528
高工;29.200374363773893
CJ;30.032267366907163
never;14.600093590343528
CG;47.87265780121135
CH;14.600093590343528
CF;1849.7762930600727
CC;103.65515184557039
EUI5.8;29.200374363773893
CD;62.73746388118253
D2;6.334327784673039
新说;38.00024359130507
CQ;43.80084232389084
肖良志;14.600093590343528
发送;38.008403175375975
CR;131.40758120660809
魏佳;14.600093590343528
AlphaGo;31.367927593506963
矿物;114.00219234985288
期待;25.848154763579082
CO;14.600093590343528
CP;251.93156164999394
D1;29.200374363773893
高州;18.15651354728371
CM;6.334327784673039
盐霜;14.600093590343528
李姐;14.600093590343528
CK;14.600093590343528
替换;6.019679722168628
M8;6.334327784673039
LV;174.7155747138434
M7;14.600093590343528
M6;72.63024447612935
M5;18.15651354728371
LT;14.600093590343528
盗窃案;14.600093590343528
LX;14.600093590343528
M9;14.600093590343528
LL;38.00024359130507
朴明洙;14.600093590343528
喷嚏;38.00024359130507
M4;104.26862251127696
M3;31.367927593506963
M2;47.87265780121135
LP;14.600093590343528
M1;12.889702106254834
北极星;6.334327784673039
MG;29.200374363773893
TotalCommander;14.600093590343528
魅力;627.8873448966575
Li;14.600093590343528
